IPR000092|A0A010PIY8	IPR000092|A0A010PIY8
IPR000200|A0A016I7Q2	IPR000200|A0A016I7Q2
IPR000200|A0A017N3C9	IPR000200|A0A017N3C9
IPR000200|A0A069QLC4	IPR000200|A0A069QLC4
IPR000200|A0A069QLN9	IPR000200|A0A069QLN9
IPR000200|A0A069QM32	IPR000200|A0A069QM32
IPR000200|A0A069QTK3	IPR000200|A0A069QTK3
IPR000200|A0A069RY30	IPR000200|A0A069RY30
IPR000200|A0A069S1J6	IPR000200|A0A069S1J6
IPR000200|A0A069S4G3	IPR000200|A0A069S4G3
IPR000200|A0A069SF34	IPR000200|A0A069SF34
IPR000200|A0A069SFA3	IPR000200|A0A069SFA3
IPR000200|A0A069SFY3	IPR000200|A0A069SFY3
IPR000200|A0A069SNF0	IPR000200|A0A069SNF0
IPR000200|A0A069ZJI1	IPR000200|A0A069ZJI1
IPR000200|A0A069ZNZ2	IPR000200|A0A069ZNZ2
IPR000200|A0A074L629	IPR000200|A0A074L629
IPR000044|A0A2K8NQQ8	IPR000044|A0A2K8NQQ8
IPR000044|A0A2K8SCM4	IPR000044|A0A2K8SCM4
IPR000044|A0A328PPE0	IPR000044|A0A328PPE0
IPR000044|A0A3B0PIU3	IPR000044|A0A3B0PIU3
IPR000044|A0A3B0PTL7	IPR000044|A0A3B0PTL7
IPR000044|A0A3P8K8Q4	IPR000044|A0A3P8K8Q4
IPR000044|A0A449AIB2	IPR000044|A0A449AIB2
IPR000044|A0A449AQH2	IPR000044|A0A449AQH2
IPR000044|A0A449AQH2	IPR000044|A0A0F6ZM93
IPR000044|A0A449B1C6	IPR000044|A0A449B1C6
IPR000046|A0A091TK91	IPR000046|A0A091TK91
IPR000046|A0A091TK91	IPR000046|A0A075BD60
IPR000046|A0A091TK91	IPR000046|A0A087QJL9
IPR000046|A0A091TK91	IPR000046|A0A087VE62
IPR000046|A0A091TK91	IPR000046|A0A087XFM5
IPR000046|A0A091TK91	IPR000046|A0A091DGJ3
IPR000046|A0A091TK91	IPR000046|A0A091FVB7
IPR000046|A0A091TK91	IPR000046|A0A091GJP0
IPR000046|A0A091TK91	IPR000046|A0A091HEP2
IPR000046|A0A091TK91	IPR000046|A0A091JFD4
IPR000046|A0A091TK91	IPR000046|A0A091KRK8
IPR000046|A0A091TK91	IPR000046|A0A091LJ20
IPR000046|A0A091TK91	IPR000046|A0A091M5L5
IPR000046|A0A091TK91	IPR000046|A0A091N2Y4
IPR000046|A0A091TK91	IPR000046|A0A091QX68
IPR000046|A0A091TK91	IPR000046|A0A091RYV1
IPR000046|A0A091TK91	IPR000046|A0A091TRY9
IPR000046|A0A091TK91	IPR000046|A0A091UGR8
IPR000046|A0A091TK91	IPR000046|A0A091VEY3
IPR000046|A0A091TK91	IPR000046|A0A093BMB3
IPR000046|A0A091TK91	IPR000046|A0A093BNX4
IPR000046|A0A091TK91	IPR000046|A0A093DLC9
IPR000046|A0A091TK91	IPR000046|A0A093HV01
IPR000046|A0A091TK91	IPR000046|A0A093IYA8
IPR000046|A0A091TK91	IPR000046|A0A093JIH2
IPR000046|A0A091TK91	IPR000046|A0A093NZ90
IPR000046|A0A091TK91	IPR000046|A0A091PD04
IPR000046|A0A091TK91	IPR000046|A0A093EP73
IPR000046|A0A091TK91	IPR000046|A0A091MJF1
IPR000046|A0A093R7V5	IPR000046|A0A093R7V5
IPR000053|A0A011T8I0	IPR000053|A0A011T8I0
IPR000053|A0A013VCE7	IPR000053|A0A013VCE7
IPR000053|A0A014M1G8	IPR000053|A0A014M1G8
IPR000053|A0A014M8D1	IPR000053|A0A014M8D1
IPR000053|A0A014NPE1	IPR000053|A0A014NPE1
IPR000053|A0A015LV92	IPR000053|A0A015LV92
IPR000053|A0A016QRF0	IPR000053|A0A016QRF0
IPR000053|A0A017HDQ1	IPR000053|A0A017HDQ1
IPR000053|A0A017HDQ1	IPR000053|A0A017HM81
IPR000053|A0A017RSJ5	IPR000053|A0A017RSJ5
IPR000053|A0A017T0F2	IPR000053|A0A017T0F2
IPR000053|A0A021X6Z7	IPR000053|A0A021X6Z7
IPR000053|A0A022GPU3	IPR000053|A0A022GPU3
IPR000053|A0A022LK92	IPR000053|A0A022LK92
IPR000053|A0A022MPF4	IPR000053|A0A022MPF4
IPR000053|A0A022MPF4	IPR000053|A0A011UY92
IPR000053|A0A022MPF4	IPR000053|A0A014MZ27
IPR000053|A0A022MPF4	IPR000053|A0A022KV37
IPR000053|A0A022MPF4	IPR000053|A0A022LKI1
IPR000053|A0A022MPF4	IPR000053|A0A022LAE4
IPR000053|A0A023PBU8	IPR000053|A0A023PBU8
IPR000053|A0A023PBU8	IPR000053|A0A023CKP3
IPR000053|A0A023PBU8	IPR000053|A0A023DDW2
IPR000053|A0A023PBU8	IPR000053|A0A023P505
IPR000053|A0A023PBU8	IPR000053|A0A011RP02
IPR000053|A0A023PBU8	IPR000053|A0A022N6S2
IPR000053|A0A023WPB1	IPR000053|A0A023WPB1
IPR000053|A0A023WTN3	IPR000053|A0A023WTN3
IPR000053|A0A023WTN3	IPR000053|A0A010RWJ2
IPR000053|A0A023X699	IPR000053|A0A023X699
IPR000054|A0A015JFG8	IPR000054|A0A015JFG8
IPR000054|A0A016V917	IPR000054|A0A016V917
IPR000054|A0A017SLA8	IPR000054|A0A017SLA8
IPR000054|A0A023BA61	IPR000054|A0A023BA61
IPR000054|A0A023F8V5	IPR000054|A0A023F8V5
IPR000054|A0A023F8V5	IPR000054|A0A016VBP1
IPR000054|A0A023F8V5	IPR000054|A0A023FGE1
IPR000054|A0A023F8V5	IPR000054|A0A023FTM8
IPR000054|A0A023F8V5	IPR000054|A0A026WS16
IPR000054|A0A023F8V5	IPR000054|A0A034WK27
IPR000054|A0A024GFD4	IPR000054|A0A024GFD4
IPR000054|A0A024GFD4	IPR000054|A0A024UQ51
IPR000054|A0A024GFD4	IPR000054|A0A010RWH2
IPR000054|A0A024GFD4	IPR000054|A0A014N362
IPR000054|A0A024GFD4	IPR000054|A0A022VNG2
IPR000054|A0A024GFD4	IPR000054|A0A022XED6
IPR000054|A0A024GFD4	IPR000054|A0A024SMF4
IPR000054|A0A024GFD4	IPR000054|A0A059J291
IPR000054|A0A024UYB5	IPR000054|A0A024UYB5
IPR000054|A0A024VBR2	IPR000054|A0A024VBR2
IPR000054|A0A024VWZ6	IPR000054|A0A024VWZ6
IPR000054|A0A024WUU3	IPR000054|A0A024WUU3
IPR000054|A0A024XBN0	IPR000054|A0A024XBN0
IPR000054|A0A031LR86	IPR000054|A0A031LR86
IPR000054|A0A058ZF13	IPR000054|A0A058ZF13
IPR000054|A0A059CM84	IPR000054|A0A059CM84
IPR000054|A0A059CM84	IPR000054|A0A059CVN3
IPR000054|A0A059CUW4	IPR000054|A0A059CUW4
IPR000054|A0A059ELH2	IPR000054|A0A059ELH2
IPR000054|A0A059ELH2	IPR000054|A0A059EWE0
IPR000128|A0A1A6HCL8	IPR000128|A0A1A6HCL8
IPR000128|A0A1L6BX16	IPR000128|A0A1L6BX16
IPR000128|A0A1L6BX16	IPR000128|A0A1L6BX15
IPR000128|A0A1L6BX16	IPR000128|A0A1L6BX18
IPR000128|A0A1L6BX16	IPR000128|A0A1L6BX24
IPR000128|A0A1L6BX16	IPR000128|A0A1L6BX26
IPR000128|A0A1L6BX16	IPR000128|A0A2I0UIT2
IPR000128|A0A1L6BX16	IPR000128|A0A1V4JA29
IPR000128|A0A1L6BX16	IPR000128|A0A218VBI8
IPR000128|A0A1L6BX17	IPR000128|A0A1L6BX17
IPR000128|A0A1L6BX17	IPR000128|A0A1L6BX12
IPR000128|A0A1L8HB48	IPR000128|A0A1L8HB48
IPR000128|A0A226NUQ1	IPR000128|A0A226NUQ1
IPR000128|A0A286XES9	IPR000128|A0A286XES9
IPR000128|A0A286XES9	IPR000128|A0A087R5Y5
IPR000128|A0A286XES9	IPR000128|A0A091IF78
IPR000128|A0A286XES9	IPR000128|A0A093G693
IPR000128|A0A286XES9	IPR000128|A0A093NRZ0
IPR000128|A0A286XES9	IPR000128|A0A151P7C4
IPR000128|A0A286XES9	IPR000128|A0A151P7H8
IPR000128|A0A286XES9	IPR000128|A0A1S2ZKI8
IPR000128|A0A286XES9	IPR000128|A0A0S2EH12
IPR000128|A0A2F0BNG9	IPR000128|A0A2F0BNG9
IPR000131|A0A009ENW1	IPR000131|A0A009ENW1
IPR000131|A0A009ENW1	IPR000131|A0A009H0M9
IPR000131|A0A009ENW1	IPR000131|A0A009H1I2
IPR000131|A0A009ENW1	IPR000131|A0A009IM19
IPR000131|A0A009ENW1	IPR000131|A0A009KI88
IPR000131|A0A009ENW1	IPR000131|A0A009MXY7
IPR000131|A0A009ENW1	IPR000131|A0A009QFR7
IPR000131|A0A009ENW1	IPR000131|A0A009RRA4
IPR000131|A0A009ENW1	IPR000131|A0A009T839
IPR000131|A0A009ENW1	IPR000131|A0A009ZB36
IPR000131|A0A009ENW1	IPR000131|A0A010IDC5
IPR000131|A0A009ENW1	IPR000131|A0A013SCL7
IPR000131|A0A009ENW1	IPR000131|A0A013TU18
IPR000131|A0A010R0F1	IPR000131|A0A010R0F1
IPR000131|A0A010RG45	IPR000131|A0A010RG45
IPR000131|A0A011MUM5	IPR000131|A0A011MUM5
IPR000131|A0A011MUM5	IPR000131|A0A011P3B8
IPR000131|A0A011MUM5	IPR000131|A0A011PCW5
IPR000131|A0A011MUM5	IPR000131|A0A011QQ29
IPR000131|A0A011MUM5	IPR000131|A0A011QRA2
IPR000131|A0A011MUM5	IPR000131|A0A011QVG9
IPR000131|A0A011MZZ0	IPR000131|A0A011MZZ0
IPR000131|A0A011P587	IPR000131|A0A011P587
IPR000131|A0A011P916	IPR000131|A0A011P916
IPR000131|A0A011PFB0	IPR000131|A0A011PFB0
IPR000131|A0A011SU08	IPR000131|A0A011SU08
IPR000131|A0A011U315	IPR000131|A0A011U315
IPR000131|A0A011UE09	IPR000131|A0A011UE09
IPR000131|A0A011UE09	IPR000131|A0A011U6Q0
IPR000131|A0A011VVU7	IPR000131|A0A011VVU7
IPR000133|A0A010QZ09	IPR000133|A0A010QZ09
IPR000133|A0A010RKJ9	IPR000133|A0A010RKJ9
IPR000133|A0A010RKJ9	IPR000133|A0A022W0U7
IPR000133|A0A010RKJ9	IPR000133|A0A017SHV4
IPR000133|A0A010RKJ9	IPR000133|A0A022XRC1
IPR000133|A0A015JQX7	IPR000133|A0A015JQX7
IPR000133|A0A016TA73	IPR000133|A0A016TA73
IPR000133|A0A016TA73	IPR000133|A0A016T9H8
IPR000133|A0A016TA73	IPR000133|A0A016TA93
IPR000133|A0A016TA73	IPR000133|A0A016TAC3
IPR000133|A0A016TA73	IPR000133|A0A016TAF7
IPR000133|A0A016TBW0	IPR000133|A0A016TBW0
IPR000133|A0A016TBW0	IPR000133|A0A016TCQ8
IPR000133|A0A016TBW0	IPR000133|A0A016TCR1
IPR000133|A0A016TBW0	IPR000133|A0A016TCU3
IPR000133|A0A016TBW0	IPR000133|A0A016TCV0
IPR000133|A0A017SNA2	IPR000133|A0A017SNA2
IPR000133|A0A022PUH7	IPR000133|A0A022PUH7
IPR000133|A0A022QXQ5	IPR000133|A0A022QXQ5
IPR000133|A0A022R1H9	IPR000133|A0A022R1H9
IPR000133|A0A022R1H9	IPR000133|A0A022QY39
IPR000133|A0A022R1H9	IPR000133|A0A022QYM0
IPR000133|A0A022R1H9	IPR000133|A0A022QKK9
IPR000133|A0A022RHF1	IPR000133|A0A022RHF1
IPR000133|A0A022RK95	IPR000133|A0A022RK95
IPR000133|A0A022RK95	IPR000133|A0A022RDR3
IPR000133|A0A022RKB6	IPR000133|A0A022RKB6
IPR000133|A0A023B491	IPR000133|A0A023B491
IPR000133|A0A023BAM2	IPR000133|A0A023BAM2
IPR000133|A0A023BBF1	IPR000133|A0A023BBF1
IPR000136|A0A022PVG0	IPR000136|A0A022PVG0
IPR000136|A0A022PY15	IPR000136|A0A022PY15
IPR000136|A0A022Q3D6	IPR000136|A0A022Q3D6
IPR000136|A0A022QJZ6	IPR000136|A0A022QJZ6
IPR000136|A0A022R787	IPR000136|A0A022R787
IPR000136|A0A022RNX4	IPR000136|A0A022RNX4
IPR000136|A0A022RYK3	IPR000136|A0A022RYK3
IPR000136|A0A059AFZ1	IPR000136|A0A059AFZ1
IPR000136|A0A059CLB8	IPR000136|A0A059CLB8
IPR000136|A0A059CZA1	IPR000136|A0A059CZA1
IPR000136|A0A059WLF7	IPR000136|A0A059WLF7
IPR000136|A0A060L102	IPR000136|A0A060L102
IPR000136|A0A060L4I9	IPR000136|A0A060L4I9
IPR000136|A0A061F5B9	IPR000136|A0A061F5B9
IPR000136|A0A061FVF3	IPR000136|A0A061FVF3
